is_positive,mentions_money,mentions_update,review_length,thumbsUpCount,is_weekend
0,1,1,78,2,0
0,1,0,75,2,0
0,0,0,57,0,0
0,1,1,71,17,0
0,1,0,90,11,0
0,0,1,64,16,0
0,1,1,85,0,0
0,0,0,88,2,0
0,0,1,87,0,0
1,0,0,57,3,0
1,0,1,71,172,0
1,1,1,82,2,0
1,1,0,81,122,0
0,0,1,79,41,0
0,0,1,102,13,0
1,0,1,60,216,0
0,0,0,73,0,0
0,0,1,69,11,0
0,1,0,83,2,0
1,1,0,54,0,0
0,1,1,77,15,0
1,0,0,50,2,0
1,0,0,53,0,0
1,1,0,51,0,0
1,0,1,66,0,0
1,1,0,49,0,0
0,1,0,48,0,0
1,0,1,78,0,0
0,1,1,83,17,0
1,0,1,68,4,0
0,0,0,71,0,0
1,0,0,46,0,0
1,0,0,57,0,0
1,0,1,46,0,0
1,0,0,55,0,0
1,0,1,57,0,0
0,0,0,45,0,0
0,1,0,61,0,0
1,0,0,66,0,0
0,1,1,65,13,0
0,0,1,73,1,0
1,0,1,45,0,0
1,0,0,69,0,0
1,0,0,92,0,0
0,1,1,92,3,0
0,1,1,91,2,0
0,1,0,63,0,0
1,0,1,60,0,0
0,0,0,58,1,0
0,1,1,54,0,0
1,1,0,87,3,0
0,1,1,91,0,0
0,0,1,90,0,0
1,0,0,56,0,0
0,0,0,72,0,0
0,1,1,84,1,0
0,0,0,70,2,0
0,1,0,90,9,0
0,1,1,78,1,0
1,1,1,50,93,0
0,1,1,78,13,0
1,1,1,53,0,0
1,1,1,60,0,0
1,0,0,92,0,0
0,0,1,54,13,0
1,0,0,52,2,0
0,0,1,78,12,0
0,1,0,85,3,0
0,0,1,53,6,0
0,1,0,79,3,0
1,0,0,53,0,0
0,1,1,67,1,0
1,1,1,93,7,0
1,0,0,49,3,0
1,0,0,76,2,0
0,0,0,67,8,0
1,0,0,68,0,0
1,0,0,59,0,0
1,0,0,62,1,0
0,1,0,63,3,0
0,0,1,80,8,0
1,0,1,59,0,0
1,1,0,69,0,0
0,1,0,55,5,0
1,0,1,47,0,0
1,0,0,86,0,0
0,1,0,80,15,0
0,1,1,97,7,0
1,1,1,76,79,0
0,0,0,54,1,0
0,1,1,93,3,0
0,1,1,62,0,0
1,1,1,86,0,0
0,1,1,83,34,0
0,1,1,55,2,0
1,0,0,67,116,0
1,0,0,64,0,0
0,1,1,74,3,0
0,0,0,74,4,0
0,1,1,92,17,0
0,0,1,65,6,0
0,1,0,92,2,0
0,1,1,52,1,0
0,1,0,47,0,0
0,1,1,84,4,0
0,0,0,53,17,0
0,0,1,89,2,0
0,0,0,85,8,0
0,1,0,64,2,0
0,0,1,45,1,0
1,0,1,60,1,0
1,0,1,56,0,0
0,1,0,79,102,0
1,0,1,88,3,0
0,0,1,53,0,0
1,1,1,80,2,0
0,0,1,56,20,0
0,1,0,49,0,0
1,0,0,66,96,0
1,0,0,62,3,0
0,0,1,51,1,0
1,0,0,43,0,0
0,1,1,79,2,0
0,0,1,55,0,0
0,1,0,61,11,0
1,0,0,85,0,0
1,0,1,57,0,0
1,0,0,99,9,0
1,0,0,83,0,0
1,0,1,98,0,0
0,0,1,79,1,0
1,1,0,79,0,0
0,1,1,71,7,0
0,1,0,68,8,0
1,0,0,75,0,0
1,0,0,82,3,0
0,0,0,59,3,0
0,0,0,54,6,0
1,1,1,96,33,0
1,0,0,41,0,0
1,0,1,79,154,0
0,0,1,95,3,0
1,0,0,74,1,0
0,1,1,71,3,0
0,0,1,77,42,0
0,1,0,59,1,0
0,0,0,61,1,0
1,0,0,64,3,0
1,0,1,66,0,0
0,1,1,80,39,0
1,0,1,45,0,0
1,1,0,55,11,0
0,0,1,68,0,0
0,0,1,97,0,0
1,0,1,64,0,0
0,0,0,73,11,0
1,0,1,64,30,0
1,0,0,84,0,0
1,0,0,60,5,0
1,0,0,61,0,0
1,0,1,89,0,0
0,0,1,72,4,0
0,0,1,76,2,0
1,1,1,51,0,0
1,0,1,60,0,0
1,1,0,77,30,0
0,1,1,59,2,0
0,0,1,48,0,0
0,1,1,88,6,0
0,0,0,79,12,0
0,1,1,72,4,0
0,1,0,69,6,0
1,0,0,68,0,0
0,1,1,75,7,0
1,1,0,54,0,0
0,1,1,90,2,0
0,1,0,50,0,0
1,0,0,94,4,0
0,1,1,62,15,0
1,0,1,81,143,0
0,1,1,56,2,0
1,0,1,95,0,0
0,1,1,91,5,0
0,1,1,68,2,0
0,1,0,56,1,0
0,0,1,96,0,0
0,0,0,56,1,0
1,1,1,76,14,0
1,1,1,82,4,0
1,0,0,57,0,0
1,0,0,60,1,0
0,1,1,93,11,0
1,1,1,95,6,0
0,1,0,86,11,0
0,0,1,81,2,0
0,0,1,84,1,0
0,1,1,53,1,0
0,1,0,72,3,0
0,1,0,68,1,0
1,0,1,58,1,0
1,0,1,88,1,0
1,0,0,75,0,0
1,0,0,89,0,0
0,0,1,49,2,0
1,0,1,66,0,0
0,0,0,92,2,0
0,1,1,60,2,0
0,1,0,53,0,0
1,1,1,88,0,0
0,1,0,80,0,0
0,1,1,96,0,0
0,1,1,62,7,0
0,1,1,50,1,0
0,0,0,47,1,0
1,0,1,59,0,0
1,1,1,56,1,0
0,0,1,50,0,0
1,1,1,84,98,0
0,0,0,60,0,0
1,0,1,75,16,0
0,1,1,61,1,0
1,0,0,47,1,0
0,1,0,49,0,0
1,1,0,70,5,0
1,1,1,58,26,0
1,1,1,69,206,0
0,0,0,76,5,0
0,1,1,63,3,0
1,0,0,68,1,0
0,0,1,77,0,0
0,0,1,83,7,0
1,0,0,49,0,0
0,0,0,54,0,0
1,0,0,99,104,0
0,0,0,76,50,0
1,0,1,61,0,0
1,0,0,47,0,0
0,1,1,95,1,0
1,1,1,93,8,0
0,1,1,64,2,0
0,1,0,53,4,0
1,0,0,90,1,0
0,0,1,56,1,0
1,0,0,65,2,0
0,0,1,53,0,0
0,1,1,89,4,0
0,0,1,93,1,0
1,0,0,58,0,0
0,0,0,68,0,0
1,1,1,58,10,0
1,0,1,87,0,0
1,0,1,45,11,0
0,1,0,101,0,0
1,0,0,55,0,0
1,0,0,88,0,0
1,0,0,60,0,0
0,0,1,88,4,0
1,1,1,83,21,0
1,1,0,69,13,0
0,0,1,88,5,0
1,1,0,77,11,0
1,0,1,47,0,0
0,0,1,66,6,0
0,0,1,54,0,0
0,1,0,59,4,0
0,1,0,83,6,0
0,0,0,39,0,0
1,0,0,69,1,0
1,0,1,82,0,0
1,0,0,60,0,0
0,1,1,50,4,0
0,0,1,79,6,0
0,0,0,68,0,0
1,1,1,90,5,0
0,1,1,55,0,0
1,1,1,40,0,0
0,1,0,57,7,0
1,1,1,70,2,0
0,1,1,51,210,0
1,0,0,57,3,0
0,1,0,55,1,0
1,0,0,85,0,0
1,0,1,38,0,0
0,0,1,98,5,0
0,1,1,89,10,0
1,0,1,77,4,0
1,1,1,97,0,0
0,0,0,60,7,0
1,0,0,87,13,0
1,0,1,44,0,0
1,1,1,92,1,0
0,0,1,81,5,0
1,1,0,85,0,0
0,0,1,94,0,0
1,0,0,88,2,0
0,0,1,62,1,0
0,0,1,75,2,0
1,1,1,73,0,0
1,1,0,59,0,0
1,0,1,53,0,0
1,0,0,77,0,0
0,0,0,53,1,0
1,1,1,80,1,0
1,0,0,52,0,0
1,1,0,64,1,0
1,0,0,66,0,0
0,0,1,52,101,0
1,0,0,102,0,0
1,0,0,89,0,0
1,1,0,82,0,0
1,1,0,66,6,0
0,1,1,46,3,0
0,0,0,93,0,0
0,1,1,61,1,0
0,1,1,71,0,0
1,0,0,52,1,0
0,0,1,57,6,0
1,0,0,60,4,0
1,1,0,59,4,0
1,1,0,93,0,0
0,1,0,102,11,0
1,1,0,94,0,0
1,0,0,73,0,0
1,0,0,66,20,0
1,1,1,51,0,0
1,0,1,92,0,0
1,1,0,88,8,0
1,1,1,46,0,0
1,1,0,46,0,0
1,0,1,70,0,0
1,0,0,57,0,0
1,0,0,77,0,0
1,0,0,79,2,0
1,1,1,64,37,0
0,1,0,89,24,0
1,0,0,47,0,0
1,0,0,59,0,0
0,0,1,88,0,0
0,1,1,78,1,0
1,0,1,87,622,0
1,0,0,53,0,0
1,0,1,91,0,0
0,0,0,69,8,0
0,0,0,48,0,0
1,1,0,51,0,0
0,1,0,55,0,0
1,0,0,43,0,0
1,0,1,99,0,0
1,0,1,50,0,0
0,1,1,50,3,0
0,1,1,58,0,0
1,0,0,53,0,0
1,1,0,58,0,0
1,0,0,88,0,0
0,1,1,77,23,0
0,0,0,58,16,0
1,0,0,53,0,0
1,0,0,58,0,0
1,0,0,49,0,0
0,1,1,65,0,0
0,1,1,91,0,0
1,0,0,56,0,0
0,0,0,67,0,0
1,0,0,63,1,0
0,0,0,87,1,0
1,1,1,51,0,0
1,0,1,68,0,0
0,1,1,98,1,0
1,0,0,53,0,0
0,0,1,48,0,0
0,1,0,70,0,0
1,0,0,51,0,0
1,0,1,45,0,0
0,1,1,81,1,0
1,0,0,48,0,0
1,0,1,54,0,0
0,0,1,77,1,0
1,1,1,96,0,0
0,1,1,99,0,0
0,1,1,39,0,0
1,0,1,55,0,0
0,1,0,61,0,0
0,0,0,88,0,0
0,1,1,55,0,0
0,1,0,52,0,0
0,0,0,87,2,0
0,0,1,64,1,0
0,0,1,72,2,0
0,1,0,47,0,0
0,0,0,88,0,0
1,0,1,42,0,0
0,0,0,42,0,0
0,0,0,89,0,0
0,1,0,83,0,0
0,0,1,56,1,0
0,0,0,82,0,0
1,1,0,45,0,0
0,1,0,87,0,0
0,1,1,77,0,0
0,1,1,47,0,0
1,0,0,50,0,0
0,1,0,53,0,0
1,0,0,66,3,0
1,0,0,48,0,0
1,0,0,42,0,0
0,0,0,92,0,0
1,0,0,52,0,0
0,1,0,48,0,0
1,0,0,44,0,0
0,0,0,65,0,0
1,0,0,44,0,0
0,0,1,61,2,0
1,0,1,46,0,0
0,1,1,76,11,0
1,1,1,48,0,0
1,0,0,53,0,0
1,0,0,53,0,0
1,0,0,70,0,0
0,1,1,46,1,0
1,0,0,55,0,0
0,1,0,55,0,0
1,0,0,57,0,0
1,0,0,70,0,0
0,1,1,54,0,0
0,1,1,90,0,0
1,1,1,80,1,0
0,1,1,108,1,0
1,0,0,57,2,0
0,1,1,88,3,0
1,0,1,58,0,0
0,0,0,64,7,0
1,0,0,36,0,0
1,0,1,87,0,0
1,0,0,99,4,0
1,1,1,44,0,0
0,1,0,81,1,0
0,1,1,67,0,0
1,1,0,61,0,0
0,1,0,51,0,0
1,1,1,61,0,0
0,1,0,89,1,0
0,0,0,86,0,0
0,0,1,55,0,0
0,1,0,68,1,0
1,0,0,50,8,0
0,1,0,50,0,0
0,0,1,38,0,0
1,0,1,51,0,0
0,0,0,72,0,0
1,0,1,67,0,0
1,0,1,54,0,0
0,1,1,91,0,0
1,0,0,63,0,0
1,0,1,44,0,0
1,0,1,81,0,0
0,1,1,50,5,0
0,0,0,56,0,0
1,0,0,44,0,0
1,0,0,49,0,0
0,0,0,52,0,0
1,0,0,68,180,0
0,0,0,66,0,0
1,0,0,51,0,0
0,0,1,70,10,0
1,0,1,52,0,0
0,1,1,102,0,0
0,0,1,47,1,0
0,0,1,82,0,0
1,0,1,58,0,0
1,0,0,47,1,0
1,0,0,51,0,0
0,0,0,46,0,0
0,0,0,70,0,0
0,0,1,49,0,0
0,0,1,63,1,0
1,0,0,63,0,0
1,0,1,42,0,0
1,0,0,55,0,0
0,1,0,33,0,0
0,0,1,90,0,0
1,0,0,53,0,0
1,0,0,45,0,0
0,1,1,91,4,0
1,1,0,57,0,0
1,0,1,63,0,0
1,0,0,42,0,0
1,0,0,42,0,0
1,0,0,82,0,0
1,0,1,43,0,0
0,1,1,72,1,0
0,0,0,35,0,0
0,0,0,40,2,0
1,1,1,44,0,0
0,0,1,43,0,0
1,0,1,66,1,0
0,1,1,85,0,0
0,1,1,54,0,0
0,0,1,94,0,0
1,1,1,77,0,0
0,1,1,42,4,0
0,1,1,52,415,0
1,1,1,75,12,0
0,1,1,72,0,0
0,1,1,86,2,0
0,0,0,95,0,0
1,0,0,65,0,0
0,1,1,97,1,0
0,0,1,68,1,0
1,0,0,54,0,0
0,1,1,57,6,0
0,1,1,43,1,0
0,1,0,61,8,0
0,1,1,51,0,0
0,1,1,80,0,0
0,0,0,46,0,0
1,0,0,91,0,0
1,0,0,64,0,0
0,1,1,55,0,0
0,1,0,54,1,0
1,0,0,42,0,0
0,1,0,53,0,0
1,0,1,81,0,0
1,0,0,61,1,0
0,1,1,94,7,0
1,0,1,60,1,0
0,1,1,43,0,0
1,0,1,46,0,0
0,0,1,54,0,0
1,0,1,56,0,0
1,1,1,56,0,0
0,1,1,42,0,0
1,0,0,75,0,0
0,0,1,70,0,0
1,0,1,53,0,0
0,1,1,54,4,0
1,0,0,54,0,0
1,0,0,74,0,0
1,0,0,40,0,0
0,1,1,63,0,0
0,0,1,50,1,0
1,0,0,93,0,0
0,0,1,45,0,0
1,0,0,49,0,0
1,0,1,43,0,0
0,0,1,51,0,0
0,0,1,53,0,0
1,0,1,41,0,0
1,1,0,59,0,0
1,0,0,45,0,0
1,0,0,47,13,0
1,1,0,39,0,0
1,1,0,59,0,0
0,0,1,67,0,0
1,0,1,96,0,0
0,0,0,39,0,0
1,0,0,65,0,0
0,0,1,89,0,0
1,0,0,40,0,0
1,0,0,90,0,0
0,0,0,54,0,0
1,0,0,50,0,0
1,1,0,69,0,0
1,0,1,90,0,0
0,1,0,91,1,0
0,1,1,66,1,0
0,0,1,81,0,0
0,1,1,47,0,0
0,0,0,53,0,0
1,1,1,67,0,0
0,1,0,92,2,0
0,0,0,45,0,0
0,1,1,40,0,0
1,0,0,44,0,0
0,0,1,100,0,0
0,0,0,47,0,0
0,0,1,46,0,0
1,0,0,57,0,0
1,0,0,37,0,0
1,0,0,44,0,0
0,0,1,41,0,0
1,1,0,90,0,0
0,1,1,67,1,0
1,1,0,76,0,0
1,1,0,67,0,0
0,1,1,83,0,0
0,1,1,83,2,0
0,1,1,49,0,0
1,0,0,102,0,0
1,1,0,53,0,0
1,0,0,46,0,0
0,1,0,41,0,0
0,0,0,95,1,0
0,0,1,35,4,0
1,0,0,52,0,0
1,0,0,55,0,0
0,0,0,60,0,0
1,0,0,34,0,0
1,0,1,49,0,0
0,0,1,61,3,0
1,0,1,59,0,0
1,0,1,47,0,0
1,0,0,89,0,0
1,1,1,93,0,0
1,0,0,39,0,0
1,0,0,49,0,0
0,1,0,88,22,0
0,0,1,54,2,0
1,0,0,38,0,0
0,1,0,88,0,0
0,0,1,55,0,0
1,0,0,37,0,0
0,0,1,65,3,0
0,0,0,55,0,0
0,0,1,42,0,0
1,1,0,39,0,0
0,1,1,40,0,0
0,1,0,89,1,0
0,0,1,70,0,0
1,0,0,47,0,0
1,0,0,53,0,0
0,1,1,37,0,0
1,1,0,38,0,0
1,0,1,52,0,0
0,1,1,66,4,0
0,1,1,45,0,0
1,0,0,42,0,0
0,0,0,37,0,0
1,0,0,37,0,0
0,1,1,43,1,0
1,0,0,37,0,0
1,1,1,71,0,0
0,0,0,44,0,0
1,0,0,45,0,0
0,0,1,50,0,0
1,0,0,36,0,0
1,0,1,32,0,0
0,0,0,44,1,0
1,0,0,82,1,0
1,0,0,45,0,0
0,0,1,27,0,0
0,1,1,52,0,0
1,0,0,60,0,0
1,1,0,43,1,0
1,0,1,42,0,0
1,0,0,46,2,0
0,0,1,52,5,0
0,1,0,101,0,0
1,0,0,48,0,0
1,0,0,60,0,0
0,0,1,41,4,0
0,0,0,51,0,0
1,1,0,45,0,0
0,1,1,39,1,0
0,0,0,69,1,0
0,1,0,53,0,0
1,0,0,52,0,0
0,0,1,66,1,0
1,1,0,41,0,0
0,1,1,52,2,0
1,1,1,54,0,0
1,0,1,49,0,0
0,0,1,67,0,0
1,0,0,47,0,0
0,1,1,81,15,0
1,0,0,38,0,0
0,0,1,38,0,0
1,0,1,36,0,0
0,0,0,63,0,0
1,0,0,49,0,0
1,0,0,41,0,0
1,0,0,94,0,0
0,1,1,48,0,0
1,0,0,55,0,0
1,0,0,51,0,0
0,1,1,55,2,0
1,0,0,47,0,0
1,0,0,36,0,0
1,0,0,48,0,0
1,0,0,52,0,0
1,0,0,41,0,0
1,0,0,51,0,0
1,0,0,47,0,0
1,1,0,64,0,0
1,0,1,50,0,0
1,0,0,75,0,0
1,0,0,37,0,0
0,1,1,50,0,0
0,0,0,57,0,0
0,0,1,58,0,0
1,0,1,65,0,0
0,0,0,47,0,0
0,1,0,104,0,0
1,0,0,42,0,0
1,0,0,40,0,0
1,1,1,101,0,0
1,0,0,35,0,0
0,0,0,60,1,0
0,0,0,72,0,0
1,0,1,87,0,0
1,1,1,46,0,0
0,0,1,55,0,0
1,0,1,57,0,0
0,1,1,72,2,0
1,1,0,49,0,0
0,0,1,46,6,0
1,0,0,75,1,0
1,0,0,40,0,0
1,1,0,73,2,0
0,0,1,44,0,0
0,1,1,49,0,0
0,1,0,38,1,0
1,0,0,44,0,0
1,1,1,59,0,0
1,0,0,63,0,0
1,1,1,82,0,0
0,0,0,60,75,0
0,0,1,48,0,0
1,0,1,45,0,0
1,0,1,35,0,0
0,1,1,43,0,0
1,0,0,51,0,0
1,0,0,38,0,0
0,1,1,88,4,0
1,0,0,42,0,0
0,1,1,82,0,0
1,0,0,93,0,0
1,0,0,42,0,0
0,1,0,40,0,0
1,0,0,44,0,0
0,1,0,76,5,0
0,1,1,41,1,0
0,0,0,56,0,0
0,0,0,36,0,0
1,0,0,55,0,0
0,1,1,64,0,0
1,0,0,28,0,0
1,1,0,76,0,0
1,0,0,38,0,0
1,0,0,46,0,0
1,0,0,43,0,0
0,0,1,36,0,0
1,0,0,84,0,0
0,1,1,43,2,0
0,1,0,53,0,0
1,0,0,78,0,0
0,1,1,42,1,0
1,1,0,54,0,0
1,0,0,42,0,0
1,0,0,47,0,0
1,0,0,34,0,0
1,0,0,41,4,0
1,0,0,98,0,0
1,0,0,30,0,0
1,0,0,38,0,0
0,0,1,87,0,0
1,0,0,47,0,0
0,0,1,41,0,0
1,0,0,38,0,0
0,0,0,42,0,0
1,0,0,36,0,0
0,1,0,50,0,0
1,1,0,42,0,0
1,0,0,38,0,0
1,0,0,50,0,0
0,1,1,77,151,0
1,0,0,72,0,0
1,0,1,45,0,0
0,1,0,41,0,0
0,1,1,55,0,0
1,0,0,95,0,0
0,1,0,55,0,0
0,0,0,51,0,0
1,0,0,49,0,0
1,0,1,68,1,0
1,0,0,102,0,0
1,0,0,39,0,0
1,0,0,40,0,0
1,0,0,90,0,0
0,1,1,51,9,0
1,0,0,43,0,0
0,0,0,44,1,0
1,1,1,37,0,0
1,0,0,48,0,0
1,0,0,32,0,0
1,1,1,54,0,0
1,0,0,74,0,0
0,1,0,81,0,0
1,0,1,41,0,0
1,0,1,48,0,0
0,0,0,37,0,0
0,0,1,43,1,0
1,1,0,40,0,0
0,1,1,82,1,0
1,0,0,43,0,0
1,1,0,41,0,0
1,0,0,51,0,0
1,0,0,34,0,0
0,1,1,39,0,0
1,0,1,74,0,0
0,1,0,53,0,0
0,1,1,83,15,0
0,1,1,39,0,0
1,0,0,55,0,0
1,1,1,51,1,0
0,1,0,39,0,0
1,1,0,85,0,0
0,1,1,100,0,0
1,0,0,50,0,0
0,1,0,34,1,0
1,1,1,44,0,0
0,1,0,47,0,0
1,0,0,62,0,0
0,1,1,48,0,0
1,0,0,70,0,0
1,0,1,66,0,0
1,0,0,56,0,0
1,1,1,52,0,0
0,0,1,44,0,0
0,1,1,94,0,0
1,0,1,48,1,0
0,1,0,90,0,0
1,1,0,33,0,0
0,0,1,59,1,0
0,0,1,86,0,0
1,0,1,57,0,0
1,0,0,61,1,0
0,1,1,60,0,0
1,0,0,39,0,0
1,0,0,80,3,0
0,1,1,35,2,0
1,0,0,79,16,0
0,1,1,98,2,0
1,1,1,53,1,0
1,0,0,51,1,0
0,0,0,72,18,0
0,0,1,62,0,0
0,0,1,79,5,0
1,0,1,87,1,0
0,0,1,81,9,0
0,1,1,89,5,0
1,0,0,84,0,0
1,0,0,67,190,0
1,0,1,51,0,0
1,0,1,49,0,0
0,0,0,80,49,0
1,0,0,82,0,0
0,1,1,80,0,0
1,0,0,57,0,0
0,0,1,66,0,0
0,1,0,46,0,0
0,0,1,55,0,0
1,0,0,61,1,0
1,0,1,52,0,0
0,1,1,51,0,0
1,0,1,57,2,0
0,0,1,100,0,0
0,1,1,65,1,0
0,0,1,67,4,0
0,1,1,93,0,0
1,0,0,47,0,0
0,0,0,64,3,0
1,1,0,47,4,0
1,0,1,49,0,0
1,0,1,33,0,0
0,1,1,35,0,0
0,0,0,86,0,0
0,0,0,39,0,0
1,0,0,40,0,0
1,0,0,96,0,0
0,0,1,42,0,0
0,0,0,46,0,0
1,0,0,31,0,0
1,0,0,48,0,0
1,0,0,72,0,0
1,0,0,40,0,0
1,1,0,97,1,0
1,0,1,40,0,0
1,0,1,38,0,0
1,0,0,44,0,0
0,1,0,79,0,0
0,1,1,56,0,0
1,0,0,36,0,0
1,1,0,65,1,0
0,1,0,83,1,0
1,0,1,41,0,0
0,1,1,72,7,0
1,0,0,57,0,0
1,1,1,85,0,0
0,0,0,42,0,0
1,0,1,45,0,0
1,1,1,81,34,0
0,0,0,86,26,0
1,0,0,43,210,0
1,1,1,99,0,0
0,0,0,33,0,0
0,1,0,34,1,0
1,0,1,72,0,0
1,0,0,73,3,0
1,1,0,42,0,0
1,1,1,102,0,0
0,0,0,76,0,0
1,0,1,34,0,0
1,0,0,75,3,0
1,0,0,104,0,0
1,0,0,48,0,0
1,1,1,98,0,0
0,1,0,92,11,0
1,0,0,71,1,0
1,0,0,63,0,0
0,0,1,89,13,0
0,1,0,99,0,0
0,1,1,91,0,0
1,0,0,104,0,0
1,0,0,44,0,0
0,1,1,88,67,0
1,0,0,46,0,0
1,0,0,38,0,0
0,1,1,63,2,0
1,1,1,85,3,0
0,0,1,92,38,0
1,0,0,61,0,0
0,1,1,53,0,0
0,0,1,89,2,0
1,0,0,32,0,0
0,0,1,78,0,0
1,1,0,60,0,0
1,0,1,48,0,0
1,0,0,44,0,0
0,0,1,85,1,0
1,1,0,60,0,0
0,1,0,39,0,0
0,1,1,89,9,0
1,0,0,47,0,0
1,1,1,77,0,0
1,0,1,56,0,0
0,1,1,93,8,0
1,1,0,49,0,0
1,1,1,50,0,0
1,0,0,84,0,0
1,1,0,73,1,0
0,0,0,72,0,0
1,0,1,52,0,0
1,0,0,39,0,0
1,0,1,71,0,0
1,0,1,63,0,0
0,1,1,79,0,0
1,0,0,50,0,0
1,0,0,42,0,0
0,1,0,93,0,0
1,0,0,82,0,0
0,1,1,59,6,0
1,0,0,100,0,0
0,1,0,54,1,0
0,1,1,58,8,0
1,0,0,52,11,0
0,0,0,55,2,0
1,0,0,53,0,0
0,1,1,47,0,0
1,1,0,88,0,0
1,0,1,94,0,0
1,0,0,55,0,0
1,0,0,100,0,0
0,0,1,48,18,0
0,1,0,62,11,0
0,1,1,78,4,0
1,0,0,33,0,0
1,1,0,38,1,0
0,1,0,59,5,0
1,0,0,31,0,0
1,0,0,61,1,0
1,0,1,91,0,0
1,0,0,75,2,0
1,1,1,93,0,0
0,1,1,49,1,0
1,1,0,34,0,0
0,0,0,79,0,0
1,1,0,66,0,0
1,0,0,53,0,0
1,0,1,86,5,0
0,1,1,91,3,0
0,1,1,75,1,0
0,0,0,40,0,0
1,0,0,91,27,0
1,0,0,41,0,0
0,1,1,89,42,0
1,1,1,97,0,0
0,1,1,88,1,0
1,1,1,64,0,0
1,0,0,78,0,0
1,0,0,43,0,0
0,1,1,59,2,0
0,1,1,55,1,0
1,0,0,90,0,0
1,0,0,44,0,0
0,1,1,88,0,0
1,0,1,45,1,0
1,0,0,87,58,0
1,1,1,59,0,0
1,0,1,35,0,0
0,0,0,45,0,0
1,1,1,57,0,0
1,1,0,68,0,0
1,1,0,88,0,0
1,0,0,52,0,0
0,1,0,38,0,0
1,1,1,69,78,0
1,1,1,82,0,0
1,0,0,94,1,0
0,1,0,39,4,0
0,1,1,50,0,0
1,0,0,86,1,0
0,1,1,78,38,0
1,0,0,84,0,0
1,0,0,39,0,0
1,0,0,82,0,0
1,0,0,41,0,0
1,0,1,55,0,0
1,0,0,66,0,0
1,0,0,61,0,0
1,0,0,52,0,0
0,1,1,76,0,0
1,1,1,95,37,0
0,1,1,62,1,0
1,0,1,33,0,0
1,0,0,44,0,0
1,0,0,40,0,0
1,0,0,92,0,0
1,1,1,80,2,0
1,0,1,44,0,0
0,0,1,49,3,0
0,1,1,90,2,0
1,0,0,31,0,0
1,1,1,59,0,0
1,1,1,42,0,0
1,0,1,44,0,0
0,0,1,82,2,0
0,1,0,81,1,0
0,1,0,56,0,0
1,1,1,55,214,0
1,1,1,54,1,0
0,1,1,77,3,0
1,0,0,77,0,0
0,1,0,66,11,0
0,1,1,71,0,0
0,0,1,63,0,0
0,1,0,89,5,0
0,0,0,44,0,0
1,0,0,78,74,0
0,0,1,95,5,0
0,0,0,82,2,0
1,1,0,40,0,0
1,0,0,59,0,0
0,1,1,53,2,0
1,0,0,91,51,0
1,0,0,61,0,0
0,1,1,89,2,0
0,1,0,39,2,0
1,0,0,63,0,0
0,0,1,47,0,0
0,0,1,88,6,0
0,1,1,96,94,0
1,0,0,74,0,0
1,0,0,50,3,0
1,0,1,68,0,0
1,0,1,76,1,0
1,0,0,70,0,0
1,0,0,47,0,0
0,0,1,88,12,0
1,0,0,37,0,0
1,0,0,34,0,0
0,1,0,90,3,0
0,1,0,93,1,0
1,0,0,91,46,0
1,0,0,62,39,0
0,1,0,46,0,0
0,1,0,93,2,0
0,0,0,30,0,0
1,0,0,41,0,0
1,0,1,49,0,0
1,0,1,90,56,0
0,1,1,91,1,0
0,0,0,51,0,0
1,0,0,61,64,0
0,0,1,53,9,0
1,0,1,66,0,0
1,0,0,47,0,0
1,1,0,49,0,0
1,0,1,77,5,0
0,1,0,91,0,0
1,0,0,54,0,0
0,0,1,90,8,0
1,0,0,92,0,0
1,0,1,81,82,0
1,0,0,44,0,0
0,0,1,36,0,0
1,0,1,65,14,0
0,1,1,58,2,0
1,1,1,74,1,0
1,0,1,89,3,0
0,1,1,40,0,0
1,0,1,45,0,0
0,1,1,75,0,0
1,1,1,65,0,0
1,1,1,59,0,0
1,0,0,35,0,0
1,0,0,85,8,0
0,0,0,37,0,0
1,1,0,51,0,0
0,0,0,54,1,0
1,0,0,80,1,0
1,0,0,48,0,0
1,0,0,55,0,0
0,0,0,52,0,0
1,1,1,52,0,0
1,1,0,67,0,0
0,1,0,57,0,0
1,0,1,53,10,0
0,0,1,33,0,0
0,0,0,76,3,0
1,0,0,37,0,0
1,0,0,71,0,0
1,1,1,71,0,0
0,0,1,61,0,0
0,1,0,92,1,0
1,0,0,60,0,0
0,0,0,76,0,0
1,0,0,59,0,0
0,1,0,69,0,0
0,0,1,64,0,0
1,1,1,60,0,0
1,1,0,36,0,0
1,0,1,88,1,0
1,1,1,69,0,0
1,0,0,40,0,0
0,1,0,93,2,0
1,0,0,56,1,0
0,0,0,86,7,0
1,0,1,95,0,0
0,0,1,64,1,0
1,0,1,66,0,0
0,1,1,52,8,0
1,0,1,51,1,0
1,0,0,43,0,0
0,1,0,58,1,0
1,0,0,57,0,0
1,1,0,43,0,0
1,0,0,38,0,0
0,1,0,34,0,0
1,1,1,84,21,0
0,0,0,72,0,0
0,0,1,89,0,0
1,0,1,63,29,0
0,0,1,53,0,0
1,0,1,59,0,0
1,0,0,44,0,0
1,0,0,87,0,0
0,0,0,63,3,0
0,0,1,67,94,0
0,0,1,53,0,0
0,0,0,55,1,0
1,0,0,33,0,0
1,0,0,92,0,0
0,1,1,78,0,0
